1000,15,91,36,50335,61,42,81
1000,46,54,44,62136,41,99,59
1000,98,36,55,71166,10,89,46
1000,32,38,64,62864,43,21,69
1000,58,41,93,88292,5,92,78
1000,49,96,90,52876,29,86,18
1000,66,93,25,57971,79,49,56
1000,81,82,84,90718,77,15,61
1000,87,90,95,1295,27,96,59
1000,91,70,92,98785,44,19,63
1000,42,46,47,39011,93,78,17
1000,60,72,64,10360,58,28,47
1000,53,14,84,16736,60,33,49
1000,21,24,20,84676,5,54,54
1000,68,63,99,38229,97,22,86
1000,69,94,52,26242,47,72,91
1000,87,50,73,52030,55,76,37
1000,71,98,91,12833,11,33,84
1000,7,61,69,45486,42,98,25
1000,18,22,31,24454,7,51,93
1000,94,32,57,40087,45,79,97
1000,51,43,95,68476,18,26,88
1000,22,17,60,30911,89,29,31
1000,16,83,12,11058,14,31,61
1000,14,96,45,43118,54,39,73
1000,57,98,49,93110,25,40,32
1000,76,67,34,83174,74,13,40
1000,45,12,75,23896,19,10,92
1000,93,57,41,41041,99,32,11
1000,36,55,98,94744,97,53,71
1000,55,80,50,14095,66,52,31
1000,44,72,67,19249,28,45,13
1000,96,64,53,89406,90,84,43
1000,62,48,21,14458,57,86,51
1000,31,38,37,51033,30,62,39
1000,23,93,82,32849,37,34,26
1000,29,19,26,87415,39,67,100
1000,72,78,30,59541,36,29,23
1000,17,87,61,5410,34,80,69
1000,79,48,97,6666,66,19,72
1000,4,12,58,73534,47,24,16
1000,77,51,12,21057,83,74,12
1000,63,23,49,55203,15,25,94
1000,28,74,34,99170,7,48,40
1000,36,75,23,79978,85,73,64
1000,37,100,15,84244,92,70,75
1000,12,30,73,4743,48,64,27
1000,75,83,59,29625,16,94,28
1000,11,26,82,80803,86,75,90
1000,26,37,16,64254,24,38,98
1000,97,90,71,47231,87,69,50
1000,24,47,18,81561,33,70,52
1000,84,85,85,73622,83,78,20
1000,73,54,36,86577,70,82,44
1000,47,20,69,9765,32,99,89
1000,58,18,77,56926,23,59,20
1000,85,70,27,67308,91,43,83
1000,64,20,40,15545,82,89,81
1000,100,42,71,46491,68,55,76
1000,34,88,89,94128,68,87,42
1000,92,77,55,58580,49,22,57
1000,8,59,53,44950,40,37,11
1000,13,59,100,91346,21,91,98
1000,43,41,78,61387,87,58,37
1000,30,65,38,69258,8,81,76
1000,69,75,86,20383,52,84,34
1000,27,14,80,66852,25,45,15
1000,89,29,65,18256,62,61,45
1000,25,63,46,71511,63,59,80
1000,9,26,47,41941,94,47,63
1000,95,69,75,2988,13,13,84
1000,40,31,21,33809,96,67,26
1000,48,56,29,95717,12,56,78
1000,89,87,91,76052,99,43,68
1000,61,49,27,22129,50,17,86
1000,41,67,60,78865,78,74,73
1000,55,16,88,97587,81,95,53
1000,79,25,32,65189,38,64,34
1000,39,78,42,36078,57,17,14
1000,82,35,30,8143,18,36,65
1000,10,61,63,48647,64,11,94
1000,20,39,23,4127,56,54,56
1000,84,33,40,34689,72,50,95
1000,51,80,81,54011,73,94,29
1000,5,84,11,74800,76,93,22
1000,53,52,15,29423,21,15,46
1000,66,45,18,77188,70,63,36
1000,81,28,14,36689,32,26,52
1000,33,33,76,28293,53,66,66
1000,74,10,68,26641,74,36,22
