1000,26,36,93,88237,51,42,62
1000,35,14,13,83589,25,66,50
1000,49,35,43,89216,91,70,70
1000,78,49,48,34618,57,68,79
1000,42,85,35,80024,40,85,11
1000,62,83,36,82119,75,18,51
1000,70,61,95,1217,35,24,34
1000,11,87,67,82216,37,65,95
1000,5,88,66,54027,6,25,89
1000,35,74,48,87845,69,91,27
1000,19,15,40,29221,26,56,41
1000,78,97,21,73368,89,59,94
1000,15,41,15,20338,56,20,75
1000,61,86,99,15857,35,41,67
1000,23,23,61,64479,30,22,51
1000,54,80,86,17282,97,16,52
1000,21,31,61,80798,8,95,58
1000,80,81,85,36091,60,48,69
1000,61,24,28,71338,54,72,70
1000,60,92,90,84650,73,43,80
1000,8,26,18,78480,63,33,45
1000,39,44,16,32959,81,44,17
1000,97,31,23,60425,62,37,96
1000,63,35,26,92698,50,29,85
1000,37,82,54,74445,53,52,24
1000,64,29,66,69045,58,49,28
1000,43,22,30,95911,99,79,90
1000,96,18,68,55848,92,81,17
1000,27,69,58,11678,85,47,82
1000,13,71,69,79100,94,14,39
1000,21,20,24,46107,88,46,49
1000,6,97,19,69947,47,87,11
1000,44,12,44,11462,22,16,66
1000,20,96,88,56694,80,22,26
1000,29,76,76,27153,8,13,95
1000,22,17,78,75290,13,87,63
1000,62,62,99,4565,15,51,31
1000,41,77,84,12961,86,91,97
1000,91,45,96,55703,8,58,42
1000,39,33,67,28069,90,60,21
1000,52,70,32,46634,36,18,55
1000,99,56,23,22489,11,15,46
1000,10,29,100,97471,83,65,87
1000,13,83,57,10047,75,24,67
1000,57,59,98,10563,72,69,72
1000,82,42,60,40764,67,96,33
1000,41,79,88,77309,9,32,72
1000,74,69,20,24584,95,61,53
1000,95,34,73,12707,20,89,23
1000,38,18,22,90375,38,53,30
1000,93,73,85,40308,86,32,27
1000,79,46,69,21825,50,94,80
1000,86,24,12,17514,84,27,18
1000,73,67,74,37438,87,26,54
1000,46,39,72,95240,34,30,90
1000,58,39,11,51194,80,71,37
1000,69,53,52,74221,61,86,77
1000,53,42,42,92064,27,75,28
1000,80,94,63,83362,72,93,83
1000,88,44,81,32486,48,28,43
1000,85,55,30,16598,23,21,89
1000,32,63,63,90859,91,82,12
1000,53,74,73,94098,81,54,10
1000,12,32,86,53098,12,59,59
1000,93,50,47,9310,88,11,48
1000,33,21,64,62415,90,10,71
1000,65,99,74,93253,29,86,60
1000,28,49,32,62349,64,67,84
1000,92,20,56,47855,30,74,68
1000,52,28,75,43755,96,54,22
1000,56,59,96,3856,77,39,56
1000,55,47,97,39193,52,92,40
1000,87,60,26,14395,10,94,75
1000,66,67,44,7346,45,81,61
1000,96,99,15,37061,33,78,88
1000,37,22,42,24785,93,51,83
1000,98,37,19,61662,6,58,38
1000,43,40,49,31191,32,89,96
1000,50,20,71,5348,69,23,88
1000,26,72,49,2515,24,64,55
1000,95,34,60,85646,53,90,41
1000,22,95,80,21435,68,71,65
1000,25,62,94,44044,95,45,92
1000,67,39,16,35111,31,69,100
1000,7,27,39,67386,48,93,98
1000,27,71,53,64302,4,52,62
1000,91,64,55,70729,69,49,81
1000,44,65,79,18735,93,34,15
1000,99,66,65,78019,17,96,69
1000,90,80,69,65715,33,88,56
1000,17,52,36,27552,70,97,79
1000,75,66,21,30158,76,99,63
1000,88,15,29,49104,83,85,33
1000,89,55,34,72146,12,35,19
1000,84,13,71,45489,76,11,85
1000,70,57,34,2313,16,62,36
1000,49,78,83,53621,99,37,92
1000,7,48,38,49404,38,61,73
1000,31,93,31,3508,74,83,44
1000,29,19,83,75787,18,98,78
1000,51,98,59,55049,65,44,29
1000,58,48,46,26445,39,67,81
1000,74,30,89,15436,19,64,77
1000,98,32,17,60057,40,71,16
1000,47,80,51,93891,47,20,49
1000,66,13,30,68214,17,32,25
1000,81,87,37,31742,63,84,48
1000,7,100,39,39571,56,83,15
1000,60,82,62,58882,41,78,64
1000,67,46,70,42095,78,50,18
1000,34,92,90,44995,21,80,93
1000,56,58,22,72911,14,75,54
1000,37,63,52,23171,14,45,57
1000,46,90,95,6727,57,41,37
1000,24,12,80,29804,5,19,77
1000,17,86,28,76864,44,35,47
1000,90,42,50,51986,82,28,73
1000,45,89,53,66947,96,38,44
1000,32,85,91,58227,13,99,60
1000,85,69,13,81245,28,29,14
1000,23,25,50,25618,61,100,25
1000,75,68,82,99849,46,26,34
1000,82,63,11,68453,20,18,24
1000,72,73,77,42738,43,73,61
1000,71,51,78,19255,29,36,46
1000,59,52,65,96548,79,14,17
1000,77,10,11,98872,55,46,31
1000,83,53,14,7992,44,72,20
1000,40,27,90,19516,42,79,66
1000,94,76,42,86369,67,57,52
1000,31,58,46,8852,72,27,91
1000,14,54,81,5765,58,56,99
1000,30,95,33,41460,59,63,12
1000,18,75,92,38549,43,38,21
1000,76,11,98,97224,66,63,86
1000,19,51,45,49884,42,40,75
1000,50,37,92,63565,65,95,14
1000,4,17,25,33973,54,31,35
1000,11,45,41,48162,25,84,29
1000,16,77,76,65677,98,14,32
1000,68,95,17,57380,71,54,98
1000,64,24,57,98386,27,47,74
1000,9,15,27,89541,21,41,41
1000,14,28,55,87068,36,55,38
1000,76,91,40,24065,7,35,94
1000,86,38,78,85026,100,12,86
1000,72,92,87,59655,79,76,22
1000,9,84,24,13579,49,17,43
1000,35,90,37,35954,24,76,59
1000,48,57,58,50694,19,77,35
