5489,58,10,11
9019,95,10,91
3155,26,10,63
5365,66,10,48
7894,49,10,14
4355,69,10,92
8270,61,10,46
7423,46,10,70
1912,90,10,74
7652,79,10,24
5123,25,10,29
6266,72,10,94
5504,49,10,53
7130,4,10,73
3352,17,10,55
3914,75,10,44
4186,72,10,85
3232,95,10,87
7684,47,10,39
3282,10,10,60
4670,11,10,80
1099,56,10,99
5986,31,10,24
3269,91,10,68
2913,80,10,34
4320,34,10,68
2531,86,10,97
4653,32,10,91
7498,13,10,45
9699,88,10,66
3587,62,10,88
1077,82,10,14
8406,68,10,30
1960,74,10,65
8960,35,10,30
7977,20,10,77
3485,38,10,86
5611,78,10,35
9504,34,10,55
9567,84,10,46
6283,92,10,43
1655,53,10,27
7375,87,10,27
8898,22,10,15
4218,32,10,12
5836,26,10,76
9949,7,10,22
8754,98,10,96
6996,18,10,19
2997,99,10,58
4855,44,10,62
9469,61,10,37
9444,100,10,19
8463,67,10,78
6836,28,10,62
3549,82,10,25
6856,70,10,81
3754,43,10,83
6744,25,10,37
9378,69,10,83
9788,52,10,95
3117,86,10,59
5108,23,10,71
6625,12,10,52
3413,22,10,12
5311,87,10,82
7334,47,10,98
4398,45,10,78
8990,42,10,53
2621,81,10,15
8203,44,10,81
3432,20,10,10
6079,29,10,76
5918,98,10,21
8102,17,10,55
1500,64,10,75
1543,93,10,43
5328,78,10,36
6452,52,10,17
4296,88,10,12
2867,49,10,85
2206,10,10,32
6602,7,10,89
5566,72,10,41
4707,22,10,23
6523,30,10,21
3167,67,10,39
5012,97,10,13
5464,45,10,80
7799,40,10,30
4006,15,10,25
2853,41,10,82
8657,52,10,21
1172,91,10,85
1314,42,10,46
2132,39,10,91
1881,97,10,54
6208,38,10,33
6360,54,10,67
4501,55,10,79
3866,94,10,43
7545,86,10,86
8247,54,10,34
5381,20,10,27
5697,89,10,47
9908,45,10,82
9754,19,10,48
9353,6,10,18
6462,23,10,32
3562,28,10,98
4876,24,10,67
8723,9,10,21
9594,77,10,90
8800,82,10,32
8041,43,10,73
2570,92,10,68
5624,19,10,99
7309,48,10,71
6768,33,10,97
3647,13,10,16
4838,41,10,88
7277,83,10,37
5080,36,10,60
7530,85,10,58
9050,11,10,35
2153,57,10,57
4756,59,10,46
7718,70,10,93
4568,8,10,51
8305,31,10,49
6065,27,10,62
8827,33,10,99
3094,18,10,38
2963,16,10,13
3217,94,10,41
1538,64,10,36
7992,37,10,28
3805,9,10,23
1780,63,10,42
7188,38,10,99
7729,51,10,100
2191,12,10,25
3672,73,10,28
7948,6,10,70
1057,93,10,92
7239,84,10,93
6508,36,10,34
1762,85,10,47
7630,75,10,74
9211,23,10,26
2280,83,10,41
2419,26,10,17
2490,21,10,39
4386,90,10,19
8514,27,10,20
4093,63,10,78
2342,69,10,29
9324,51,10,50
7246,73,10,84
4531,84,10,41
9160,34,10,30
1608,39,10,64
2011,19,10,39
4572,30,10,57
1360,58,10,18
2066,62,10,88
9186,53,10,50
7051,73,10,79
1224,35,10,37
9720,66,10,80
4966,88,10,56
4464,49,10,95
9304,40,10,43
5024,70,10,95
2618,96,10,18
6144,37,10,64
9981,96,10,24
6404,65,10,31
9827,6,10,40
3629,56,10,26
8625,85,10,61
5275,9,10,71
2796,50,10,12
4736,59,10,47
4057,43,10,84
2311,50,10,70
5968,41,10,89
1148,38,10,72
5728,46,10,36
5657,29,10,38
6792,83,10,42
7002,89,10,15
1291,7,10,88
9411,76,10,31
5742,13,10,58
7581,4,10,33
3334,61,10,84
7814,79,10,69
1451,68,10,79
1710,55,10,48
1832,92,10,73
6113,71,10,65
2688,73,10,45
7851,15,10,77
9099,14,10,20
2671,54,10,38
1416,53,10,15
6696,40,10,94
5868,8,10,44
1676,14,10,64
4164,77,10,64
5551,14,10,74
6015,63,10,96
6725,92,10,89
8859,47,10,90
4792,87,10,72
3021,31,10,68
3955,24,10,29
1240,98,10,87
7405,94,10,51
7919,99,10,94
5814,24,10,16
4958,5,10,90
2925,95,10,83
8552,62,10,17
6245,31,10,77
1196,34,10,26
6663,77,10,66
7111,16,10,44
5425,51,10,11
5235,14,10,16
2715,36,10,59
6188,91,10,73
9636,17,10,40
1592,59,10,33
1933,20,10,49
8493,21,10,29
2249,74,10,60
2761,100,10,65
8577,44,10,93
9126,71,10,56
8117,74,10,69
1384,24,10,42
2026,5,10,54
2384,15,10,22
6580,80,10,76
4425,55,10,28
2101,48,10,72
2827,60,10,95
6897,52,10,77
4145,11,10,85
9878,96,10,53
8327,78,10,96
9524,68,10,60
6916,64,10,58
9811,8,10,97
4904,76,10,63
8358,67,10,14
2378,76,10,78
5180,11,10,82
7178,16,10,62
3997,46,10,52
7075,94,10,54
3378,81,10,32
2461,33,10,81
9640,76,10,20
5213,27,10,56
8922,32,10,23
6963,56,10,66
5925,29,10,51
6326,22,10,75
3908,39,10,98
9278,80,10,57
8866,57,10,75
8707,81,10,20
9910,41,10,50
8155,71,10,86
1728,58,10,91
8189,65,10,13
5168,89,10,87
3495,65,10,97
5793,61,10,55
9248,57,10,67
1868,96,10,11
3829,43,10,70
3777,82,10,35
8059,5,10,92
8595,90,10,35
7769,35,10,50
1014,48,10,52
2508,26,10,63
4618,59,10,11
8417,68,10,45
1436,10,10,51
4064,18,10,69
6392,29,10,49
3049,65,10,24
3726,79,10,59
4260,98,10,61
7464,60,10,22
