792.0	1	4	3241	71	303	2681
188.0	1	4	6000	11	586	607
469.0	1	4	5626	38	554	2715
766.0	1	4	5965	96	585	2638
446.0	1	4	6932	36	663	1828
552.0	1	4	3528	90	330	5210
188.0	1	4	3665	20	342	1504
716.0	1	4	4842	96	474	3936
420.0	1	4	4503	34	436	2121
235.0	1	4	5467	17	542	1353
1183.0	1	4	9278	60	873	4644
463.0	1	4	9917	27	916	905
645.0	1	4	4965	62	492	5499
162.0	1	4	2808	29	269	823
554.0	1	4	8567	54	817	1292
389.0	1	4	9971	28	920	815
650.0	1	4	6716	64	643	2705
517.0	1	4	5506	75	546	2120
273.0	1	4	1767	58	182	4604
1238.0	1	4	6642	99	635	7039
106.0	1	4	5770	8	565	94
768.0	1	4	4871	100	478	3412
175.0	1	4	1793	65	185	1149
126.0	1	4	5370	11	533	426
277.0	1	4	9773	17	903	543
646.0	1	4	7291	53	696	2719
263.0	1	4	3575	46	335	1943
162.0	1	4	1190	81	126	1374
522.0	1	4	4339	94	414	1312
146.0	1	4	1246	43	128	3865
615.0	1	4	6570	59	632	3155
406.0	1	4	2732	69	264	5935
187.0	1	4	1710	71	176	987
1225.0	1	4	7650	78	733	7295
568.0	1	4	4602	58	448	4679
854.0	1	4	8387	59	796	4445
271.0	1	4	7801	24	743	635
183.0	1	4	2572	42	249	919
242.0	1	4	1727	69	179	4639
303.0	1	4	2925	43	280	3740
411.0	1	4	7093	34	677	2061
254.0	1	4	1282	99	129	3123
332.0	1	4	5738	31	560	1446
233.0	1	4	4953	33	490	762
142.0	1	4	7484	9	713	183
976.0	1	4	6268	97	603	5019
706.0	1	4	6680	50	639	4151
297.0	1	4	6106	25	595	478
461.0	1	4	7623	51	730	555
473.0	1	4	3683	84	345	4324
139.0	1	4	1413	48	144	458
104.0	1	4	2800	14	269	418
563.0	1	4	6017	78	586	2356
246.0	1	4	1239	73	128	3679
551.0	1	4	5548	63	548	3909
222.0	1	4	2402	35	235	2480
244.0	1	4	5104	19	506	1195
908.0	1	4	9740	55	902	3353
1004.0	1	4	8293	85	790	2889
906.0	1	4	7750	76	740	4258
606.0	1	4	4308	94	412	4315
1153.0	1	4	8326	79	793	6180
314.0	1	4	2743	55	267	3089
901.0	1	4	9191	88	867	1704
1003.0	1	4	6546	81	632	7582
1997.0	1	4	9594	63	892	5008
87.0	1	4	1635	6	170	116
997.0	1	4	8241	79	781	3521
227.0	1	4	1001	97	108	7782
228.0	1	4	5202	23	516	605
273.0	1	4	2861	45	279	3627
626.0	1	4	9848	44	909	1861
1193.0	1	4	9477	84	884	4818
1147.0	1	4	9570	88	890	3944
276.0	1	4	3066	67	290	1690
303.0	1	4	6456	23	622	1690
470.0	1	4	2086	99	211	9606
913.0	1	4	9324	79	877	1787
668.0	1	4	6822	47	652	3748
479.0	1	4	5290	43	523	2740
1671.0	1	4	9628	93	894	8047
425.0	1	4	2849	98	277	3941
233.0	1	4	8733	13	833	500
702.0	1	4	6627	95	632	1058
884.0	1	4	6152	93	596	5391
447.0	1	4	4136	37	393	2159
163.0	1	4	3507	22	328	829
346.0	1	4	2492	68	242	4697
269.0	1	4	4386	38	418	1803
443.0	1	4	6207	40	599	2385
484.0	1	4	5665	65	557	839
154.0	1	4	1560	39	159	3441
874.0	1	4	8539	92	815	1359
678.0	1	4	7257	76	694	1462
79.0	1	4	3627	7	338	310
400.0	1	4	9796	20	908	1338
276.0	1	4	4246	36	407	1654
325.0	1	4	3437	62	323	3028
109.0	1	4	2236	15	223	1054
573.0	1	4	6235	46	599	3799
476.0	1	4	5033	57	497	4659
277.0	1	4	3591	55	336	1786
258.0	1	4	9697	15	897	487
177.0	1	4	4293	24	412	475
122.0	1	4	7432	7	705	143
196.0	1	4	7531	13	716	389
826.0	1	4	9167	52	864	4671
115.0	1	4	5342	8	529	418
1160.0	1	4	7209	90	687	5417
783.0	1	4	6961	66	665	4616
445.0	1	4	4403	54	423	3132
456.0	1	4	4751	48	462	4150
309.0	1	4	2899	88	280	1299
418.0	1	4	5238	48	518	2449
507.0	1	4	5273	83	522	1313
309.0	1	4	3084	51	291	3606
