0.0	1	4	9.174609562020384	50	42	23	0
0.0	1	4	9.174609562020384	50	42	23	0
0.0	1	4	9.174609562020384	50	42	23	0
0.0	1	4	8.21959545417708	22	34	13	0
0.0	1	4	8.21959545417708	22	34	13	0
0.0	1	4	8.21959545417708	22	34	13	0
0.0	1	4	8.552367266423891	38	15	15	0
0.0	1	4	8.552367266423891	38	15	15	0
0.0	1	4	8.552367266423891	38	15	15	0
0.0	1	4	8.910585718290132	11	43	31	0
0.0	1	4	8.910585718290132	11	43	31	0
0.0	1	4	8.910585718290132	11	43	31	0
0.0	1	4	8.635331719433278	43	12	50	0
0.0	1	4	8.635331719433278	43	12	50	0
0.0	1	4	8.635331719433278	43	12	50	0
0.0	1	4	8.76389700713946	35	44	20	0
0.0	1	4	8.76389700713946	35	44	20	0
0.0	1	4	8.76389700713946	35	44	20	0
0.0	1	4	7.767263996757308	41	25	11	0
0.0	1	4	7.767263996757308	41	25	11	0
0.0	1	4	7.767263996757308	41	25	11	0
0.0	1	4	9.125871215349733	42	22	18	0
0.0	1	4	9.125871215349733	42	22	18	0
0.0	1	4	9.125871215349733	42	22	18	0
0.0	1	4	9.11173476822206	12	37	45	0
0.0	1	4	9.11173476822206	12	37	45	0
0.0	1	4	9.11173476822206	12	37	45	0
0.0	1	4	9.06357899058078	48	18	44	0
0.0	1	4	9.06357899058078	48	18	44	0
0.0	1	4	9.06357899058078	48	18	44	0
0.0	1	4	8.97423821949758	23	26	38	0
0.0	1	4	8.97423821949758	23	26	38	0
0.0	1	4	8.97423821949758	23	26	38	0
0.0	1	4	7.253470382684528	25	38	37	0
0.0	1	4	7.253470382684528	25	38	37	0
0.0	1	4	7.253470382684528	25	38	37	0
0.0	1	4	8.805225202632306	18	35	25	0
0.0	1	4	8.805225202632306	18	35	25	0
0.0	1	4	8.805225202632306	18	35	25	0
0.0	1	4	6.97914527506881	16	47	40	0
0.0	1	4	6.97914527506881	16	47	40	0
0.0	1	4	6.97914527506881	16	47	40	0
0.0	1	4	9.014811987694946	4	32	19	0
0.0	1	4	9.014811987694946	4	32	19	0
0.0	1	4	9.014811987694946	4	32	19	0
0.0	1	4	8.68406264365127	27	13	41	0
0.0	1	4	8.68406264365127	27	13	41	0
0.0	1	4	8.68406264365127	27	13	41	0
0.0	1	4	8.487970332739334	32	22	23	0
0.0	1	4	8.487970332739334	32	22	23	0
0.0	1	4	8.487970332739334	32	22	23	0
0.0	1	4	7.96102146588337	29	20	46	0
0.0	1	4	7.96102146588337	29	20	46	0
0.0	1	4	7.96102146588337	29	20	46	0
0.0	1	4	8.37516869138682	14	50	31	0
0.0	1	4	8.37516869138682	14	50	31	0
0.0	1	4	8.37516869138682	14	50	31	0
0.0	1	4	9.206031100388085	37	11	27	0
0.0	1	4	9.206031100388085	37	11	27	0
0.0	1	4	9.206031100388085	37	11	27	0
0.0	1	4	7.63433723562832	10	29	21	0
0.0	1	4	7.63433723562832	10	29	21	0
0.0	1	4	7.63433723562832	10	29	21	0
0.0	1	4	8.080237416216702	45	48	48	0
0.0	1	4	8.080237416216702	45	48	48	0
0.0	1	4	8.080237416216702	45	48	48	0
0.0	1	4	8.83884181343129	7	40	14	0
0.0	1	4	8.83884181343129	7	40	14	0
0.0	1	4	8.83884181343129	7	40	14	0
0.0	1	4	8.15507488781144	20	28	13	0
0.0	1	4	8.15507488781144	20	28	13	0
0.0	1	4	8.15507488781144	20	28	13	0
0.0	1	4	8.3133619511344	6	31	34	0
0.0	1	4	8.3133619511344	6	31	34	0
0.0	1	4	8.3133619511344	6	31	34	0
0.0	1	4	7.473637108496206	15	16	28	0
0.0	1	4	7.473637108496206	15	16	28	0
0.0	1	4	7.473637108496206	15	16	28	0
0.0	1	4	8.88751459738882	47	37	36	0
0.0	1	4	8.88751459738882	47	37	36	0
0.0	1	4	8.88751459738882	47	37	36	0
0.0	1	4	8.578852571802965	34	24	43	0
0.0	1	4	8.578852571802965	34	24	43	0
0.0	1	4	8.578852571802965	34	24	43	0
0.0	1	4	7.874358824729881	31	17	34	0
0.0	1	4	7.874358824729881	31	17	34	0
0.0	1	4	7.874358824729881	31	17	34	0
0.0	1	4	8.990316947998217	28	45	29	0
0.0	1	4	8.990316947998217	28	45	29	0
0.0	1	4	8.990316947998217	28	45	29	0
