1	4	8.217438537730187	6	36	15	0
1	4	8.217438537730187	6	36	15	0
1	4	8.217438537730187	6	36	15	0
1	4	7.436617265234227	46	12	12	0
1	4	7.436617265234227	46	12	12	0
1	4	7.436617265234227	46	12	12	0
1	4	8.721113147762688	38	45	35	0
1	4	8.721113147762688	38	45	35	0
1	4	8.721113147762688	38	45	35	0
1	4	8.787830829258759	16	50	22	0
1	4	8.787830829258759	16	50	22	0
1	4	8.787830829258759	16	50	22	0
1	4	8.439880088313567	27	28	27	0
1	4	8.439880088313567	27	28	27	0
1	4	8.439880088313567	27	28	27	0
1	4	8.957768009971161	35	21	33	0
1	4	8.957768009971161	35	21	33	0
1	4	8.957768009971161	35	21	33	0
1	4	7.973844375944687	31	33	41	0
1	4	7.973844375944687	31	33	41	0
1	4	7.973844375944687	31	33	41	0
1	4	9.19370273082316	13	16	47	0
1	4	9.19370273082316	13	16	47	0
1	4	9.19370273082316	13	16	47	0
1	4	7.610357618312838	19	41	45	0
1	4	7.610357618312838	19	41	45	0
1	4	7.610357618312838	19	41	45	0
1	4	9.090880931938855	42	22	23	0
1	4	9.090880931938855	42	22	23	0
1	4	9.090880931938855	42	22	23	0
