1000,46,39,10,2184,11,38,25
1000,36,39,45,8254,13,14,44
1000,6,24,39,2089,46,16,18
1000,28,15,17,3759,26,44,46
1000,47,22,35,4245,30,14,40
1000,10,46,49,9971,33,15,36
1000,31,47,18,5727,32,40,20
1000,42,12,18,2291,34,34,25
1000,42,35,13,4594,39,22,50
1000,48,15,17,6696,21,29,27
1000,37,42,25,7582,27,23,26
1000,25,44,38,1339,27,35,48
1000,17,40,37,6093,9,36,28
1000,26,29,26,7268,6,41,45
1000,34,11,29,1449,46,21,49
1000,48,24,28,1172,24,47,28
1000,11,19,31,8451,36,41,48
1000,20,15,30,7738,35,18,23
1000,46,42,14,7232,12,35,25
1000,36,12,12,3975,49,17,12
1000,20,42,30,7619,42,49,24
1000,33,48,47,3131,20,48,19
1000,18,26,34,8762,34,45,10
1000,28,40,20,8153,12,34,42
1000,49,34,30,9163,38,44,32
1000,9,23,32,2812,8,46,31
1000,24,32,34,5912,38,30,24
1000,18,45,45,2448,48,42,21
1000,38,29,22,6909,50,27,30
1000,50,40,50,5791,35,23,22
1000,41,37,48,7840,13,19,37
1000,25,49,31,2780,19,48,16
1000,14,25,44,4784,22,48,21
1000,18,26,11,3898,7,22,41
1000,26,48,16,5423,22,25,34
1000,40,20,23,3214,48,12,43
1000,6,17,16,1520,7,33,13
1000,34,17,27,7445,36,25,40
1000,35,32,19,1854,15,19,38
1000,12,43,48,8108,43,28,38
1000,39,49,38,6786,20,47,39
1000,4,43,45,4539,46,12,23
1000,25,42,25,5312,19,32,45
1000,26,32,35,7930,18,26,29
1000,10,26,37,1016,15,24,15
1000,45,39,12,8979,11,37,45
1000,7,31,14,9826,29,20,22
1000,33,22,44,3363,45,16,20
1000,34,35,14,5647,37,12,28
1000,46,13,28,5504,40,35,49
1000,15,34,15,3069,46,23,43
1000,12,11,17,3831,26,36,27
1000,29,19,24,3541,44,10,29
1000,38,31,12,2650,4,29,26
1000,10,28,31,9594,43,43,16
1000,8,19,14,6000,9,11,22
1000,49,10,19,2595,41,19,44
1000,16,12,19,9561,17,31,15
1000,32,21,49,4666,41,42,33
1000,31,49,12,8851,31,18,36
1000,45,30,26,3306,14,32,29
1000,13,37,31,3613,15,15,10
1000,30,30,37,4438,37,45,47
1000,22,18,33,6944,16,28,22
1000,7,14,16,4003,19,28,17
1000,13,49,43,9744,27,16,50
1000,44,27,28,6144,20,25,46
1000,32,33,49,9320,32,47,21
1000,39,21,32,7387,5,17,46
1000,49,27,21,7040,39,31,30
1000,21,14,44,7667,9,48,38
1000,24,28,36,3785,35,37,15
1000,19,37,32,7342,25,38,27
1000,20,10,21,4759,45,13,18
1000,14,15,45,9917,13,13,32
1000,8,36,27,7121,38,49,43
1000,10,23,18,8000,44,50,46
1000,27,33,25,3478,6,45,28
1000,40,46,17,4842,30,34,36
1000,30,31,48,9263,23,50,30
1000,21,18,24,9669,25,42,31
1000,30,34,25,9805,49,31,35
1000,42,26,44,8063,40,30,14
1000,41,16,40,1803,10,39,40
1000,40,23,22,1744,49,44,32
1000,26,40,26,4413,12,30,18
1000,37,13,38,6239,5,34,20
1000,48,43,42,9370,34,15,42
1000,19,28,40,6319,41,24,48
1000,49,46,40,6835,5,41,14
1000,12,45,29,8429,4,36,12
1000,43,31,11,6531,48,21,43
1000,23,14,34,2383,45,37,44
1000,45,28,47,3030,33,46,14
1000,39,44,10,2911,17,47,34
1000,13,45,47,6739,17,17,41
1000,17,44,42,1204,8,41,26
1000,27,46,36,7095,25,10,40
1000,16,33,48,2528,44,11,11
1000,33,47,11,4930,10,33,37
1000,38,24,43,8294,21,43,13
1000,9,18,33,4107,42,27,16
1000,8,41,34,2357,21,19,34
1000,47,38,13,8509,30,21,19
1000,44,30,46,9519,7,31,45
1000,17,43,28,3668,29,17,47
1000,5,25,40,5169,20,37,47
1000,14,29,39,6196,7,39,33
1000,23,25,24,2079,38,29,34
1000,46,23,13,6467,10,32,19
1000,5,30,39,8683,40,40,26
1000,15,50,18,3402,8,16,33
1000,15,14,23,1703,29,18,39
1000,7,17,37,8663,14,47,42
1000,41,11,22,8616,43,33,24
1000,22,37,20,9031,34,26,13
1000,30,13,23,9416,6,14,11
1000,16,27,36,9054,49,26,32
1000,32,48,21,2922,28,17,13
1000,35,21,29,8879,15,20,48
1000,28,21,48,1577,14,40,36
1000,43,41,12,7514,23,21,39
1000,20,38,26,1638,18,23,14
1000,29,20,20,2719,33,42,18
1000,36,36,22,1109,37,26,12
1000,7,12,30,1970,26,12,29
1000,35,24,41,5030,42,22,41
1000,11,33,15,5119,47,20,48
1000,19,49,20,9157,24,13,42
1000,27,38,27,5348,30,44,11
1000,5,28,41,2201,39,30,17
1000,44,23,15,5494,23,29,23
1000,43,45,35,1250,42,35,16
1000,39,17,38,4307,16,12,35
1000,6,36,15,5212,26,22,49
1000,34,22,42,5812,31,39,35
1000,15,20,46,6375,16,39,40
1000,31,39,49,5582,47,14,16
1000,37,18,43,3222,29,43,29
1000,23,41,36,7869,47,46,31
1000,23,16,42,8372,28,49,23
1000,11,34,33,4224,22,44,37
1000,24,47,24,4175,12,40,11
1000,41,16,27,4648,31,27,33
1000,48,35,45,1929,11,24,38
1000,29,48,41,5938,24,11,20
1000,21,20,33,4975,18,36,19
1000,4,38,46,6407,32,33,35
1000,9,11,41,1390,23,27,24
1000,22,35,19,6615,37,25,17
