1000,99,18,47,86736,64,52,11
1000,31,19,89,53510,54,25,99
1000,71,31,87,51752,10,55,74
1000,78,88,17,42077,42,99,72
1000,13,30,27,2465,43,88,18
1000,82,98,25,22752,25,33,27
1000,63,92,83,62968,76,77,85
1000,14,64,28,46460,56,20,65
1000,5,86,56,87694,45,69,77
1000,8,96,47,39415,47,95,95
1000,49,41,71,4346,73,66,64
1000,42,89,17,27033,30,97,33
1000,58,80,84,82797,61,30,52
1000,75,50,58,29210,35,35,80
1000,15,71,72,65646,15,53,39
1000,18,74,50,75960,4,29,92
1000,56,22,97,32819,82,86,45
1000,94,66,65,75244,39,76,94
1000,34,48,20,77076,79,35,54
1000,97,43,75,11058,92,31,20
1000,36,87,75,81163,82,47,58
1000,32,44,67,90851,33,80,46
1000,61,37,60,54679,51,15,78
1000,7,34,59,72703,41,43,51
1000,66,28,53,14377,51,58,72
1000,99,39,94,21829,37,62,36
1000,11,15,91,43750,88,92,83
1000,6,54,95,73885,94,96,43
1000,39,51,12,7647,7,38,23
1000,88,56,73,29533,49,68,70
1000,23,71,86,77875,12,63,50
1000,94,78,56,64837,20,32,19
1000,84,31,39,83930,14,94,26
1000,48,23,51,34165,38,23,96
1000,28,68,88,97362,45,65,56
1000,68,35,14,99281,100,93,61
1000,74,12,38,36807,97,54,62
1000,40,28,42,70354,19,27,42
1000,30,26,41,93155,90,50,68
1000,41,54,27,48646,78,61,13
1000,21,100,62,82126,90,45,60
1000,81,47,24,59272,47,72,87
1000,82,21,33,7038,33,84,35
1000,19,69,96,10178,23,91,54
1000,37,18,36,20435,9,64,79
1000,51,14,93,5003,17,59,41
1000,68,16,99,67825,27,57,48
1000,44,56,12,14637,62,21,14
1000,93,77,44,17746,87,16,12
1000,77,92,72,59052,69,81,85
1000,96,73,48,18628,85,44,69
1000,12,45,80,60958,24,38,44
1000,43,85,20,37029,69,12,34
1000,53,83,98,25420,58,78,32
1000,72,81,69,50600,63,71,97
1000,85,95,68,69969,66,89,92
1000,88,58,31,44337,94,87,58
1000,26,94,22,50396,13,47,88
1000,46,90,79,16967,21,11,29
1000,65,33,54,97952,88,19,29
1000,21,40,85,8582,84,85,48
1000,86,65,22,35363,95,60,64
1000,71,24,43,1546,71,48,67
1000,25,52,15,40606,31,70,82
1000,91,26,91,86083,29,51,30
1000,46,84,30,24166,35,14,55
1000,62,61,35,95935,53,82,90
1000,90,10,18,47968,18,40,17
1000,54,43,34,68092,71,42,24
1000,69,63,10,62743,5,41,98
1000,51,59,79,94015,67,74,15
1000,60,76,52,89144,8,100,84
1000,10,74,66,57124,74,13,75
1000,24,67,61,55736,77,21,38
1000,34,49,32,26851,59,81,40
1000,28,97,40,79886,26,25,26
1000,17,12,64,92248,98,28,90
1000,79,80,45,38694,57,36,76
1000,57,37,81,31469,80,74,22
1000,55,60,77,13265,55,18,21
